Horario,Fecha,Sorteo,Numero
mediaTarde,2023-07-28T16:30:00,20622,37
tarde,2023-07-28T19:30:00,20623,91
manana,2023-07-29T12:55:00,20624,47
mediaTarde,2023-07-29T16:30:00,20625,45
tarde,2023-07-29T19:30:00,20626,9
manana,2023-07-30T12:55:00,20627,13
mediaTarde,2023-07-30T16:30:00,20628,92
tarde,2023-07-30T19:30:00,20629,40
manana,2023-07-31T12:55:00,20630,38
mediaTarde,2023-07-31T16:30:00,20631,24
tarde,2023-07-31T19:30:00,20632,97
manana,2023-08-01T12:55:00,20633,60
mediaTarde,2023-08-01T16:30:00,20634,73
tarde,2023-08-01T19:30:00,20635,36
manana,2023-08-02T12:55:00,20636,33
mediaTarde,2023-08-02T16:30:00,20637,7
tarde,2023-08-02T19:30:00,20638,30
manana,2023-08-03T12:55:00,20639,41
mediaTarde,2023-08-03T16:30:00,20640,99
tarde,2023-08-03T19:30:00,20641,27
manana,2023-08-04T12:55:00,20642,76
mediaTarde,2023-08-04T16:30:00,20643,12
tarde,2023-08-04T19:30:00,20644,81
manana,2023-08-05T12:55:00,20645,22
mediaTarde,2023-08-05T16:30:00,20646,16
tarde,2023-08-05T19:30:00,20647,14
manana,2023-08-06T12:55:00,20648,63
mediaTarde,2023-08-06T16:30:00,20649,11
tarde,2023-08-06T19:30:00,20650,22
manana,2023-08-07T12:55:00,20651,68
mediaTarde,2023-08-07T16:30:00,20652,5
tarde,2023-08-07T19:30:00,20653,82
manana,2023-08-08T12:55:00,20654,47
mediaTarde,2023-08-08T16:30:00,20655,16
tarde,2023-08-08T19:30:00,20656,3
manana,2023-08-09T12:55:00,20657,95
mediaTarde,2023-08-09T16:30:00,20658,21
tarde,2023-08-09T19:30:00,20659,44
manana,2023-08-10T12:55:00,20660,77
mediaTarde,2023-08-10T16:30:00,20661,73
tarde,2023-08-10T19:30:00,20662,88
manana,2023-08-11T12:55:00,20663,55
mediaTarde,2023-08-11T16:30:00,20664,21
tarde,2023-08-11T19:30:00,20665,97
manana,2023-08-12T12:55:00,20666,5
mediaTarde,2023-08-12T16:30:00,20667,26
tarde,2023-08-12T19:30:00,20668,4
manana,2023-08-13T12:55:00,20669,36
mediaTarde,2023-08-13T16:30:00,20670,34
tarde,2023-08-13T19:30:00,20671,21
manana,2023-08-14T12:55:00,20672,64
mediaTarde,2023-08-14T16:30:00,20673,10
tarde,2023-08-14T19:30:00,20674,52
manana,2023-08-15T12:55:00,20675,91
mediaTarde,2023-08-15T16:30:00,20676,12
tarde,2023-08-15T19:30:00,20677,11
manana,2023-08-16T12:55:00,20678,24
mediaTarde,2023-08-16T16:30:00,20679,94
tarde,2023-08-16T19:30:00,20680,48
manana,2023-08-17T12:55:00,20681,41
mediaTarde,2023-08-17T16:30:00,20682,3
tarde,2023-08-17T19:30:00,20683,77
manana,2023-08-18T12:55:00,20684,51
mediaTarde,2023-08-18T16:30:00,20685,82
tarde,2023-08-18T19:30:00,20686,63
manana,2023-08-19T12:55:00,20687,78
mediaTarde,2023-08-19T16:30:00,20688,19
tarde,2023-08-19T19:30:00,20689,61
manana,2023-08-20T12:55:00,20690,71
mediaTarde,2023-08-20T16:30:00,20691,64
tarde,2023-08-20T19:30:00,20692,94
manana,2023-08-21T12:55:00,20693,1
mediaTarde,2023-08-21T16:30:00,20694,71
tarde,2023-08-21T19:30:00,20695,93
manana,2023-08-22T12:55:00,20696,42
mediaTarde,2023-08-22T16:30:00,20697,29
tarde,2023-08-22T19:30:00,20698,9
manana,2023-08-23T12:55:00,20699,91
mediaTarde,2023-08-23T16:30:00,20700,44
tarde,2023-08-23T19:30:00,20701,37
manana,2023-08-24T12:55:00,20702,1
mediaTarde,2023-08-24T16:30:00,20703,16
tarde,2023-08-24T19:30:00,20704,88
manana,2023-08-25T12:55:00,20705,0
mediaTarde,2023-08-25T16:30:00,20706,78
tarde,2023-08-25T19:30:00,20707,19
manana,2023-08-26T12:55:00,20708,66
mediaTarde,2023-08-26T16:30:00,20709,44
tarde,2023-08-26T19:30:00,20710,35
manana,2023-08-27T12:55:00,20711,30
mediaTarde,2023-08-27T16:30:00,20712,48
tarde,2023-08-27T19:30:00,20713,67
manana,2023-08-28T12:55:00,20714,32
mediaTarde,2023-08-28T16:30:00,20715,3
tarde,2023-08-28T19:30:00,20716,91
manana,2023-08-29T12:55:00,20717,21
mediaTarde,2023-08-29T16:30:00,20718,70
tarde,2023-08-29T19:30:00,20719,42
manana,2023-08-30T12:55:00,20720,99
mediaTarde,2023-08-30T16:30:00,20721,97
tarde,2023-08-30T19:30:00,20722,82
manana,2023-08-31T12:55:00,20723,92
mediaTarde,2023-08-31T16:30:00,20724,10
tarde,2023-08-31T19:30:00,20725,32
manana,2023-09-01T12:55:00,20726,34
mediaTarde,2023-09-01T16:30:00,20727,41
tarde,2023-09-01T19:30:00,20728,95
manana,2023-09-02T12:55:00,20729,60
mediaTarde,2023-09-02T16:30:00,20730,20
tarde,2023-09-02T19:30:00,20731,81
manana,2023-09-03T12:55:00,20732,73
mediaTarde,2023-09-03T16:30:00,20733,72
tarde,2023-09-03T19:30:00,20734,65
manana,2023-09-04T12:55:00,20735,7
mediaTarde,2023-09-04T16:30:00,20736,91
tarde,2023-09-04T19:30:00,20737,87
manana,2023-09-05T12:55:00,20738,51
mediaTarde,2023-09-05T16:30:00,20739,20
tarde,2023-09-05T19:30:00,20740,64
manana,2023-09-06T12:55:00,20741,44
mediaTarde,2023-09-06T16:30:00,20742,77
tarde,2023-09-06T19:30:00,20743,18
manana,2023-09-07T12:55:00,20744,99
mediaTarde,2023-09-07T16:30:00,20745,39
tarde,2023-09-07T19:30:00,20746,30
manana,2023-09-08T12:55:00,20747,93
mediaTarde,2023-09-08T16:30:00,20748,41
tarde,2023-09-08T19:30:00,20749,49
manana,2023-09-09T12:55:00,20750,3
mediaTarde,2023-09-09T16:30:00,20751,93
tarde,2023-09-09T19:30:00,20752,8
manana,2023-09-10T12:55:00,20753,26
mediaTarde,2023-09-10T16:30:00,20754,55
tarde,2023-09-10T19:30:00,20755,72
manana,2023-09-11T12:55:00,20756,74
mediaTarde,2023-09-11T16:30:00,20757,0
tarde,2023-09-11T19:30:00,20758,13
manana,2023-09-12T12:55:00,20759,64
mediaTarde,2023-09-12T16:30:00,20760,27
tarde,2023-09-12T19:30:00,20761,27
manana,2023-09-13T12:55:00,20762,68
mediaTarde,2023-09-13T16:30:00,20763,52
tarde,2023-09-13T19:30:00,20764,82
manana,2023-09-14T12:55:00,20765,62
mediaTarde,2023-09-14T16:30:00,20766,14
tarde,2023-09-14T19:30:00,20767,51
manana,2023-09-15T12:55:00,20768,56
mediaTarde,2023-09-15T16:30:00,20769,82
tarde,2023-09-15T19:30:00,20770,64
manana,2023-09-16T12:55:00,20771,39
mediaTarde,2023-09-16T16:30:00,20772,64
tarde,2023-09-16T19:30:00,20773,96
manana,2023-09-17T12:55:00,20774,77
mediaTarde,2023-09-17T16:30:00,20775,53
tarde,2023-09-17T19:30:00,20776,19
manana,2023-09-18T12:55:00,20777,24
mediaTarde,2023-09-18T16:30:00,20778,29
tarde,2023-09-18T19:30:00,20779,11
manana,2023-09-19T12:55:00,20780,46
mediaTarde,2023-09-19T16:30:00,20781,35
tarde,2023-09-19T19:30:00,20782,17
manana,2023-09-20T12:55:00,20783,62
mediaTarde,2023-09-20T16:30:00,20784,87
tarde,2023-09-20T19:30:00,20785,37
manana,2023-09-21T12:55:00,20786,43
mediaTarde,2023-09-21T16:30:00,20787,92
tarde,2023-09-21T19:30:00,20788,83
manana,2023-09-22T12:55:00,20789,46
mediaTarde,2023-09-22T16:30:00,20790,43
tarde,2023-09-22T19:30:00,20791,1
manana,2023-09-23T12:55:00,20792,48
mediaTarde,2023-09-23T16:30:00,20793,9
tarde,2023-09-23T19:30:00,20794,33
manana,2023-09-24T12:55:00,20795,74
mediaTarde,2023-09-24T16:30:00,20796,98
tarde,2023-09-24T19:30:00,20797,11
manana,2023-09-25T12:55:00,20798,75
mediaTarde,2023-09-25T16:30:00,20799,6
tarde,2023-09-25T19:30:00,20800,4
manana,2023-09-26T12:55:00,20801,40
mediaTarde,2023-09-26T16:30:00,20802,87
tarde,2023-09-26T19:30:00,20803,67
manana,2023-09-27T12:55:00,20804,57
mediaTarde,2023-09-27T16:30:00,20805,23
tarde,2023-09-27T19:30:00,20806,54
manana,2023-09-28T12:55:00,20807,15
mediaTarde,2023-09-28T16:30:00,20808,63
tarde,2023-09-28T19:30:00,20809,69
manana,2023-09-29T12:55:00,20810,24
mediaTarde,2023-09-29T16:30:00,20811,57
tarde,2023-09-29T19:30:00,20812,70
manana,2023-09-30T12:55:00,20813,30
mediaTarde,2023-09-30T16:30:00,20814,50
tarde,2023-09-30T19:30:00,20815,36
manana,2023-10-01T12:55:00,20816,49
mediaTarde,2023-10-01T16:30:00,20817,88
tarde,2023-10-01T19:30:00,20818,79
manana,2023-10-02T12:55:00,20819,70
mediaTarde,2023-10-02T16:30:00,20820,39
tarde,2023-10-02T19:30:00,20821,7
manana,2023-10-03T12:55:00,20822,69
mediaTarde,2023-10-03T16:30:00,20823,29
tarde,2023-10-03T19:30:00,20824,90
manana,2023-10-04T12:55:00,20825,91
mediaTarde,2023-10-04T16:30:00,20826,71
tarde,2023-10-04T19:30:00,20827,6
manana,2023-10-05T12:55:00,20828,20
mediaTarde,2023-10-05T16:30:00,20829,86
tarde,2023-10-05T19:30:00,20830,24
manana,2023-10-06T12:55:00,20831,88
mediaTarde,2023-10-06T16:30:00,20832,11
tarde,2023-10-06T19:30:00,20833,93
manana,2023-10-07T12:55:00,20834,80
mediaTarde,2023-10-07T16:30:00,20835,18
tarde,2023-10-07T19:30:00,20836,60
manana,2023-10-08T12:55:00,20837,38
mediaTarde,2023-10-08T16:30:00,20838,2
tarde,2023-10-08T19:30:00,20839,51
manana,2023-10-09T12:55:00,20840,35
mediaTarde,2023-10-09T16:30:00,20841,32
tarde,2023-10-09T19:30:00,20842,9
manana,2023-10-10T12:55:00,20843,7
mediaTarde,2023-10-10T16:30:00,20844,62
tarde,2023-10-10T19:30:00,20845,73
manana,2023-10-11T12:55:00,20846,52
mediaTarde,2023-10-11T16:30:00,20847,84
tarde,2023-10-11T19:30:00,20848,63
manana,2023-10-12T12:55:00,20849,25
mediaTarde,2023-10-12T16:30:00,20850,61
tarde,2023-10-12T19:30:00,20851,20
manana,2023-10-13T12:55:00,20852,7
mediaTarde,2023-10-13T16:30:00,20853,97
tarde,2023-10-13T19:30:00,20854,57
manana,2023-10-14T12:55:00,20855,74
mediaTarde,2023-10-14T16:30:00,20856,2
tarde,2023-10-14T19:30:00,20857,21
manana,2023-10-15T12:55:00,20858,55
mediaTarde,2023-10-15T16:30:00,20859,92
tarde,2023-10-15T19:30:00,20860,41
manana,2023-10-16T12:55:00,20861,52
mediaTarde,2023-10-16T16:30:00,20862,15
tarde,2023-10-16T19:30:00,20863,0
manana,2023-10-17T12:55:00,20864,85
mediaTarde,2023-10-17T16:30:00,20865,26
tarde,2023-10-17T19:30:00,20866,25
manana,2023-10-18T12:55:00,20867,70
mediaTarde,2023-10-18T16:30:00,20868,63
tarde,2023-10-18T19:30:00,20869,21
manana,2023-10-19T12:55:00,20870,31
mediaTarde,2023-10-19T16:30:00,20871,20
tarde,2023-10-19T19:30:00,20872,68
manana,2023-10-20T12:55:00,20873,57
mediaTarde,2023-10-20T16:30:00,20874,66
tarde,2023-10-20T19:30:00,20875,81
manana,2023-10-21T12:55:00,20876,62
mediaTarde,2023-10-21T16:30:00,20877,82
tarde,2023-10-21T19:30:00,20878,90
manana,2023-10-22T12:55:00,20879,11
mediaTarde,2023-10-22T16:30:00,20880,8
tarde,2023-10-22T19:30:00,20881,98
manana,2023-10-23T12:55:00,20882,94
mediaTarde,2023-10-23T16:30:00,20883,67
tarde,2023-10-23T19:30:00,20884,72
manana,2023-10-24T12:55:00,20885,29
mediaTarde,2023-10-24T16:30:00,20886,31
tarde,2023-10-24T19:30:00,20887,71
manana,2023-10-25T12:55:00,20888,5
mediaTarde,2023-10-25T16:30:00,20889,98
tarde,2023-10-25T19:30:00,20890,39
manana,2023-10-26T12:55:00,20891,78
mediaTarde,2023-10-26T16:30:00,20892,52
tarde,2023-10-26T19:30:00,20893,89
manana,2023-10-27T12:55:00,20894,75
mediaTarde,2023-10-27T16:30:00,20895,90
tarde,2023-10-27T19:30:00,20896,27
manana,2023-10-28T12:55:00,20897,28
mediaTarde,2023-10-28T16:30:00,20898,95
tarde,2023-10-28T19:30:00,20899,4
manana,2023-10-29T12:55:00,20900,88
mediaTarde,2023-10-29T16:30:00,20901,69
tarde,2023-10-29T19:30:00,20902,84
manana,2023-10-30T12:55:00,20903,34
mediaTarde,2023-10-30T16:30:00,20904,39
tarde,2023-10-30T19:30:00,20905,68
manana,2023-10-31T12:55:00,20906,88
mediaTarde,2023-10-31T16:30:00,20907,0
tarde,2023-10-31T19:30:00,20908,64
manana,2023-11-01T12:55:00,20909,92
mediaTarde,2023-11-01T16:30:00,20910,3
tarde,2023-11-01T19:30:00,20911,41
manana,2023-11-02T12:55:00,20912,22
mediaTarde,2023-11-02T16:30:00,20913,81
tarde,2023-11-02T19:30:00,20914,81
manana,2023-11-03T12:55:00,20915,88
mediaTarde,2023-11-03T16:30:00,20916,94
tarde,2023-11-03T19:30:00,20917,79
manana,2023-11-04T12:55:00,20918,52
mediaTarde,2023-11-04T16:30:00,20919,13
tarde,2023-11-04T19:30:00,20920,86
manana,2023-11-05T12:55:00,20921,36
mediaTarde,2023-11-05T16:30:00,20922,66
tarde,2023-11-05T19:30:00,20923,63
manana,2023-11-06T12:55:00,20924,74
mediaTarde,2023-11-06T16:30:00,20925,14
tarde,2023-11-06T19:30:00,20926,56
manana,2023-11-07T12:55:00,20927,60
mediaTarde,2023-11-07T16:30:00,20928,6
tarde,2023-11-07T19:30:00,20929,55
manana,2023-11-08T12:55:00,20930,12
mediaTarde,2023-11-08T16:30:00,20931,57
tarde,2023-11-08T19:30:00,20932,98
manana,2023-11-09T12:55:00,20933,18
mediaTarde,2023-11-09T16:30:00,20934,15
tarde,2023-11-09T19:30:00,20935,28
manana,2023-11-10T12:55:00,20936,14
mediaTarde,2023-11-10T16:30:00,20937,38
tarde,2023-11-10T19:30:00,20938,18
manana,2023-11-11T12:55:00,20939,37
mediaTarde,2023-11-11T16:30:00,20940,76
tarde,2023-11-11T19:30:00,20941,94
manana,2023-11-12T12:55:00,20942,40
mediaTarde,2023-11-12T16:30:00,20943,49
tarde,2023-11-12T19:30:00,20944,44
manana,2023-11-13T12:55:00,20945,56
mediaTarde,2023-11-13T16:30:00,20946,9
tarde,2023-11-13T19:30:00,20947,57
manana,2023-11-14T12:55:00,20948,63
mediaTarde,2023-11-14T16:30:00,20949,19
tarde,2023-11-14T19:30:00,20950,53
manana,2023-11-15T12:55:00,20951,72
mediaTarde,2023-11-15T16:30:00,20952,70
tarde,2023-11-15T19:30:00,20953,2
manana,2023-11-16T12:55:00,20954,84
mediaTarde,2023-11-16T16:30:00,20955,58
tarde,2023-11-16T19:30:00,20956,3
manana,2023-11-17T12:55:00,20957,35
mediaTarde,2023-11-17T16:30:00,20958,70
tarde,2023-11-17T19:30:00,20959,57
manana,2023-11-18T12:55:00,20960,68
mediaTarde,2023-11-18T16:30:00,20961,64
tarde,2023-11-18T19:30:00,20962,72
manana,2023-11-19T12:55:00,20963,60
mediaTarde,2023-11-19T16:30:00,20964,51
tarde,2023-11-19T19:30:00,20965,27
manana,2023-11-20T12:55:00,20966,9
mediaTarde,2023-11-20T16:30:00,20967,8
tarde,2023-11-20T19:30:00,20968,42
manana,2023-11-21T12:55:00,20969,42
mediaTarde,2023-11-21T16:30:00,20970,41
tarde,2023-11-21T19:30:00,20971,27
manana,2023-11-22T12:55:00,20972,84
mediaTarde,2023-11-22T16:30:00,20973,78
tarde,2023-11-22T19:30:00,20974,9
manana,2023-11-23T12:55:00,20975,24
mediaTarde,2023-11-23T16:30:00,20976,83
tarde,2023-11-23T19:30:00,20977,86
manana,2023-11-24T12:55:00,20978,4
mediaTarde,2023-11-24T16:30:00,20979,46
tarde,2023-11-24T19:30:00,20980,69
manana,2023-11-25T12:55:00,20981,21
mediaTarde,2023-11-25T16:30:00,20982,48
tarde,2023-11-25T19:30:00,20983,51
manana,2023-11-26T12:55:00,20984,98
mediaTarde,2023-11-26T16:30:00,20985,89
tarde,2023-11-26T19:30:00,20986,15
manana,2023-11-27T12:55:00,20987,60
mediaTarde,2023-11-27T16:30:00,20988,89
tarde,2023-11-27T19:30:00,20989,10
manana,2023-11-28T12:55:00,20990,75
mediaTarde,2023-11-28T16:30:00,20991,52
tarde,2023-11-28T19:30:00,20992,36
manana,2023-11-29T12:55:00,20993,64
mediaTarde,2023-11-29T16:30:00,20994,41
tarde,2023-11-29T19:30:00,20995,98
manana,2023-11-30T12:55:00,20996,68
mediaTarde,2023-11-30T16:30:00,20997,2
tarde,2023-11-30T19:30:00,20998,31
manana,2023-12-01T12:55:00,20999,50
mediaTarde,2023-12-01T16:30:00,21000,30
tarde,2023-12-01T19:30:00,21001,75
manana,2023-12-02T12:55:00,21002,80
mediaTarde,2023-12-02T16:30:00,21003,59
tarde,2023-12-02T19:30:00,21004,78
manana,2023-12-03T12:55:00,21005,76
mediaTarde,2023-12-03T16:30:00,21006,36
tarde,2023-12-03T19:30:00,21007,20
manana,2023-12-04T12:55:00,21008,6
mediaTarde,2023-12-04T16:30:00,21009,9
tarde,2023-12-04T19:30:00,21010,92
manana,2023-12-05T12:55:00,21011,68
mediaTarde,2023-12-05T16:30:00,21012,48
tarde,2023-12-05T19:30:00,21013,70
manana,2023-12-06T12:55:00,21014,4
mediaTarde,2023-12-06T16:30:00,21015,1
tarde,2023-12-06T19:30:00,21016,54
manana,2023-12-07T12:55:00,21017,95
mediaTarde,2023-12-07T16:30:00,21018,45
tarde,2023-12-07T19:30:00,21019,66
manana,2023-12-08T12:55:00,21020,77
mediaTarde,2023-12-08T16:30:00,21021,47
tarde,2023-12-08T19:30:00,21022,12
manana,2023-12-09T12:55:00,21023,79
mediaTarde,2023-12-09T16:30:00,21024,96
tarde,2023-12-09T19:30:00,21025,72
manana,2023-12-10T12:55:00,21026,69
mediaTarde,2023-12-10T16:30:00,21027,98
tarde,2023-12-10T19:30:00,21028,64
manana,2023-12-11T12:55:00,21029,93
mediaTarde,2023-12-11T16:30:00,21030,65
tarde,2023-12-11T19:30:00,21031,40
manana,2023-12-12T12:55:00,21032,45
mediaTarde,2023-12-12T16:30:00,21033,59
tarde,2023-12-12T19:30:00,21034,78
manana,2023-12-13T12:55:00,21035,8
mediaTarde,2023-12-13T16:30:00,21036,49
tarde,2023-12-13T19:30:00,21037,32
manana,2023-12-14T12:55:00,21038,86
mediaTarde,2023-12-14T16:30:00,21039,25
tarde,2023-12-14T19:30:00,21040,63
manana,2023-12-15T12:55:00,21041,31
mediaTarde,2023-12-15T16:30:00,21042,22
tarde,2023-12-15T19:30:00,21043,31
manana,2023-12-16T12:55:00,21044,35
mediaTarde,2023-12-16T16:30:00,21045,43
tarde,2023-12-16T19:30:00,21046,5
manana,2023-12-17T12:55:00,21047,30
mediaTarde,2023-12-17T16:30:00,21048,84
tarde,2023-12-17T19:30:00,21049,94
manana,2023-12-18T12:55:00,21050,47
mediaTarde,2023-12-18T16:30:00,21051,54
tarde,2023-12-18T19:30:00,21052,95
manana,2023-12-19T12:55:00,21053,73
mediaTarde,2023-12-19T16:30:00,21054,59
tarde,2023-12-19T19:30:00,21055,36
manana,2023-12-20T12:55:00,21056,70
mediaTarde,2023-12-20T16:30:00,21057,43
tarde,2023-12-20T19:30:00,21058,32
manana,2023-12-21T12:55:00,21059,42
mediaTarde,2023-12-21T16:30:00,21060,35
tarde,2023-12-21T19:30:00,21061,4
manana,2023-12-22T12:55:00,21062,79
mediaTarde,2023-12-22T16:30:00,21063,79
tarde,2023-12-22T19:30:00,21064,92
manana,2023-12-23T12:55:00,21065,85
mediaTarde,2023-12-23T16:30:00,21066,86
tarde,2023-12-23T19:30:00,21067,98
manana,2023-12-24T12:55:00,21068,72
mediaTarde,2023-12-24T18:30:00,21069,92
manana,2023-12-26T12:55:00,21070,27
mediaTarde,2023-12-26T16:30:00,21071,2
tarde,2023-12-26T19:30:00,21072,84
manana,2023-12-27T12:55:00,21073,32
mediaTarde,2023-12-27T16:30:00,21074,95
tarde,2023-12-27T19:30:00,21075,18
manana,2023-12-28T12:55:00,21076,38
mediaTarde,2023-12-28T16:30:00,21077,95
tarde,2023-12-28T19:30:00,21078,34
manana,2023-12-29T12:55:00,21079,40
mediaTarde,2023-12-29T16:30:00,21080,38
tarde,2023-12-29T19:30:00,21081,68
manana,2023-12-30T12:55:00,21082,81
mediaTarde,2023-12-30T16:30:00,21083,91
tarde,2023-12-30T19:30:00,21084,55
manana,2023-12-31T12:55:00,21085,28
tarde,2023-12-31T19:30:00,21086,16
manana,2024-01-02T12:55:00,21087,34
mediaTarde,2024-01-02T16:30:00,21088,14
tarde,2024-01-02T19:30:00,21089,37
manana,2024-01-03T12:55:00,21090,97
mediaTarde,2024-01-03T16:30:00,21091,94
tarde,2024-01-03T19:30:00,21092,30
manana,2024-01-04T12:55:00,21093,88
mediaTarde,2024-01-04T16:30:00,21094,42
tarde,2024-01-04T19:30:00,21095,51
manana,2024-01-05T12:55:00,21096,64
mediaTarde,2024-01-05T16:30:00,21097,74
tarde,2024-01-05T19:30:00,21098,73
manana,2024-01-06T12:55:00,21099,77
mediaTarde,2024-01-06T16:30:00,21100,92
tarde,2024-01-06T19:30:00,21101,68
manana,2024-01-07T12:55:00,21102,98
mediaTarde,2024-01-07T16:30:00,21103,57
tarde,2024-01-07T19:30:00,21104,60
manana,2024-01-08T12:55:00,21105,27
mediaTarde,2024-01-08T16:30:00,21106,69
tarde,2024-01-08T19:30:00,21107,89
manana,2024-01-09T12:55:00,21108,58
mediaTarde,2024-01-09T16:30:00,21109,33
tarde,2024-01-09T19:30:00,21110,66
manana,2024-01-10T12:55:00,21111,70
mediaTarde,2024-01-10T16:30:00,21112,77
tarde,2024-01-10T19:30:00,21113,24
manana,2024-01-11T12:55:00,21114,1
mediaTarde,2024-01-11T16:30:00,21115,24
tarde,2024-01-11T19:30:00,21116,8
manana,2024-01-12T12:55:00,21117,76
mediaTarde,2024-01-12T16:30:00,21118,42
tarde,2024-01-12T19:30:00,21119,3
manana,2024-01-13T12:55:00,21120,73
mediaTarde,2024-01-13T16:30:00,21121,11
tarde,2024-01-13T19:30:00,21122,40
manana,2024-01-14T12:55:00,21123,76
mediaTarde,2024-01-14T16:30:00,21124,36
tarde,2024-01-14T19:30:00,21125,41
manana,2024-01-15T12:55:00,21126,75
mediaTarde,2024-01-15T16:30:00,21127,59
tarde,2024-01-15T19:30:00,21128,92
manana,2024-01-16T12:55:00,21129,66
mediaTarde,2024-01-16T16:30:00,21130,79
tarde,2024-01-16T19:30:00,21131,49
manana,2024-01-17T12:55:00,21132,55
mediaTarde,2024-01-17T16:30:00,21133,10
tarde,2024-01-17T19:30:00,21134,62
manana,2024-01-18T12:55:00,21135,29
mediaTarde,2024-01-18T16:30:00,21136,40
tarde,2024-01-18T19:30:00,21137,20
manana,2024-01-19T12:55:00,21138,19
mediaTarde,2024-01-19T16:30:00,21139,62
tarde,2024-01-19T19:30:00,21140,98
manana,2024-01-20T12:55:00,21141,48
mediaTarde,2024-01-20T16:30:00,21142,62
tarde,2024-01-20T19:30:00,21143,67
manana,2024-01-21T12:55:00,21144,95
mediaTarde,2024-01-21T16:30:00,21145,60
tarde,2024-01-21T19:30:00,21146,44
manana,2024-01-22T12:55:00,21147,45
mediaTarde,2024-01-22T16:30:00,21148,63
tarde,2024-01-22T19:30:00,21149,95
manana,2024-01-23T12:55:00,21150,28
mediaTarde,2024-01-23T16:30:00,21151,47
tarde,2024-01-23T19:30:00,21152,51
manana,2024-01-24T12:55:00,21153,33
mediaTarde,2024-01-24T16:30:00,21154,19
tarde,2024-01-24T19:30:00,21155,76
manana,2024-01-25T12:55:00,21156,64
mediaTarde,2024-01-25T16:30:00,21157,20
tarde,2024-01-25T19:30:00,21158,64
manana,2024-01-26T12:55:00,21159,87
mediaTarde,2024-01-26T16:30:00,21160,89
tarde,2024-01-26T19:30:00,21161,10
manana,2024-01-27T12:55:00,21162,69
mediaTarde,2024-01-27T16:30:00,21163,44
tarde,2024-01-27T19:30:00,21164,1
manana,2024-01-28T12:55:00,21165,33
mediaTarde,2024-01-28T16:30:00,21166,49
tarde,2024-01-28T19:30:00,21167,7
manana,2024-01-29T12:55:00,21168,51
mediaTarde,2024-01-29T16:30:00,21169,1
tarde,2024-01-29T19:30:00,21170,33
manana,2024-01-30T12:55:00,21171,14
mediaTarde,2024-01-30T16:30:00,21172,38
tarde,2024-01-30T19:30:00,21173,27
manana,2024-01-31T12:55:00,21174,1
mediaTarde,2024-01-31T16:30:00,21175,19
tarde,2024-01-31T19:30:00,21176,17
manana,2024-02-01T12:55:00,21177,13
mediaTarde,2024-02-01T16:30:00,21178,85
tarde,2024-02-01T19:30:00,21179,6
manana,2024-02-02T12:55:00,21180,58
mediaTarde,2024-02-02T16:30:00,21181,69
tarde,2024-02-02T19:30:00,21182,39
manana,2024-02-03T12:55:00,21183,64
mediaTarde,2024-02-03T16:30:00,21184,14
tarde,2024-02-03T19:30:00,21185,1
manana,2024-02-04T12:55:00,21186,44
mediaTarde,2024-02-04T16:30:00,21187,81
tarde,2024-02-04T19:30:00,21188,89
manana,2024-02-05T12:55:00,21189,21
mediaTarde,2024-02-05T16:30:00,21190,36
tarde,2024-02-05T19:30:00,21191,19
manana,2024-02-06T12:55:00,21192,13
mediaTarde,2024-02-06T16:30:00,21193,93
tarde,2024-02-06T19:30:00,21194,80
manana,2024-02-07T12:55:00,21195,53
mediaTarde,2024-02-07T16:30:00,21196,98
tarde,2024-02-07T19:30:00,21197,0
manana,2024-02-08T12:55:00,21198,90
mediaTarde,2024-02-08T16:30:00,21199,28
tarde,2024-02-08T19:30:00,21200,73
manana,2024-02-09T12:55:00,21201,26
mediaTarde,2024-02-09T16:30:00,21202,92
tarde,2024-02-09T19:30:00,21203,74
manana,2024-02-10T12:55:00,21204,30
mediaTarde,2024-02-10T16:30:00,21205,13
tarde,2024-02-10T19:30:00,21206,11
manana,2024-02-11T12:55:00,21207,55
mediaTarde,2024-02-11T16:30:00,21208,60
tarde,2024-02-11T19:30:00,21209,94
manana,2024-02-12T12:55:00,21210,74
mediaTarde,2024-02-12T16:30:00,21211,51
tarde,2024-02-12T19:30:00,21212,24
manana,2024-02-13T12:55:00,21213,62
mediaTarde,2024-02-13T16:30:00,21214,67
tarde,2024-02-13T19:30:00,21215,6
manana,2024-02-14T12:55:00,21216,67
mediaTarde,2024-02-14T16:30:00,21217,80
tarde,2024-02-14T19:30:00,21218,89
manana,2024-02-15T12:55:00,21219,40
mediaTarde,2024-02-15T16:30:00,21220,77
tarde,2024-02-15T19:30:00,21221,1
manana,2024-02-16T12:55:00,21222,21
mediaTarde,2024-02-16T16:30:00,21223,40
tarde,2024-02-16T19:30:00,21224,44
manana,2024-02-17T12:55:00,21225,71
mediaTarde,2024-02-17T16:30:00,21226,16
tarde,2024-02-17T19:30:00,21227,28
manana,2024-02-18T12:55:00,21228,51
mediaTarde,2024-02-18T16:30:00,21229,2
tarde,2024-02-18T19:30:00,21230,66
manana,2024-02-19T12:55:00,21231,66
mediaTarde,2024-02-19T16:30:00,21232,45
tarde,2024-02-19T19:30:00,21233,99
manana,2024-02-20T12:55:00,21234,42
mediaTarde,2024-02-20T16:30:00,21235,97
tarde,2024-02-20T19:30:00,21236,30
manana,2024-02-21T12:55:00,21237,72
